id,exercise,body part,muscle,overallMin,overallMax,sets,reps,barbell,dumbbell,pullup bar,resistance band,bench,medicine ball,bodyweight,video link
41,chinup,arms,tricep,10,20,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,arms,tricep,20,30,3,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,arms,tricep,30,40,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,arms,tricep,40,50,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,arms,tricep,50,60,5,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,arms,tricep,60,99999,5,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,back,back,-99999,10,1,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,back,back,10,20,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,back,back,20,30,3,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,back,back,30,40,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,back,back,40,50,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,back,back,50,60,5,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
41,chinup,back,back,60,99999,5,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/embed/b-ztMQpj8yc
